file,line at e4e67cb2,Unicode characters (template length),literal (includes technical strings)
app/account_picker.go,553,94,identity. The running daemon predates account support; upgrade it (af daemon restart after an 
app/account_picker.go,554,52,"upgrade), then kill this session and create it again"
app/account_picker.go,558,104,"session %q was created but the daemon applied account %q, not the %q that was picked — it is running as "
app/account_picker.go,559,69,an identity you did not choose. Kill this session and create it again
app/account_load.go,4,34,github.com/charmbracelet/bubbletea
app/account_load.go,5,42,github.com/sachiniyer/agent-factory/daemon
app/recovery.go,4,34,github.com/charmbracelet/bubbletea
app/recovery.go,5,43,github.com/sachiniyer/agent-factory/session
app/recovery.go,6,38,github.com/sachiniyer/agent-factory/ui
app/recovery.go,34,0,
app/recovery.go,35,0,
app/recovery.go,36,0,
app/tui_state.go,4,3,fmt
app/tui_state.go,5,7,reflect
app/tui_state.go,6,4,sort
app/tui_state.go,7,4,time
app/tui_state.go,9,34,github.com/charmbracelet/bubbletea
app/tui_state.go,10,42,github.com/sachiniyer/agent-factory/config
app/tui_state.go,11,39,github.com/sachiniyer/agent-factory/log
app/tui_state.go,12,43,github.com/sachiniyer/agent-factory/session
app/tui_state.go,13,45,github.com/sachiniyer/agent-factory/ui/layout
app/tui_state.go,14,44,github.com/sachiniyer/agent-factory/ui/store
app/tui_state.go,17,4,pane
app/tui_state.go,27,0,
app/tui_state.go,74,0,
app/tui_state.go,88,0,
app/tui_state.go,106,0,
app/tui_state.go,278,0,
app/tui_state.go,290,28,failed to save TUI state: %v
app/tui_state.go,322,37,failed to flush TUI state on quit: %v
app/tui_state.go,335,0,
app/tui_state.go,348,0,
app/tui_state.go,355,0,
app/tui_state.go,362,0,
app/tui_state.go,381,0,
app/tui_state.go,381,0,
app/tui_state.go,388,0,
app/tui_state.go,412,0,
app/tui_state.go,416,0,
app/tui_state.go,423,0,
app/tui_state.go,429,0,
app/tui_state.go,430,15,title:%s:tab:%s
app/tui_state.go,432,12,id:%s:tab:%s
app/tui_state.go,436,0,
app/tui_state.go,436,0,
app/tui_state.go,439,0,
app/sync.go,4,3,fmt
app/sync.go,5,7,reflect
app/sync.go,6,4,time
app/sync.go,8,34,github.com/charmbracelet/bubbletea
app/sync.go,9,42,github.com/sachiniyer/agent-factory/daemon
app/sync.go,10,39,github.com/sachiniyer/agent-factory/log
app/sync.go,11,43,github.com/sachiniyer/agent-factory/session
app/sync.go,12,47,github.com/sachiniyer/agent-factory/session/git
app/sync.go,13,40,github.com/sachiniyer/agent-factory/task
app/sync.go,14,38,github.com/sachiniyer/agent-factory/ui
app/sync.go,189,37,skipping session %q from snapshot: %v
app/sync.go,223,39,Restoring sessions… (daemon warming up)
app/sync.go,227,66,daemon is still restoring sessions after %s; try again in a moment
app/sync.go,253,32,refreshPRInfoCmd-goroutine-entry
app/sync.go,255,32,refreshPRInfoCmd-daemon-returned
app/sync.go,290,35,failed to fetch daemon snapshot: %v
app/sync.go,312,0,
app/sync.go,365,27,failed to refresh tasks: %v
app/sync.go,563,0,
app/sync.go,581,0,
app/sync.go,581,0,
app/sync.go,594,45,failed to build instance %q from snapshot: %v
app/sync.go,609,55,failed to build recreated instance %q from snapshot: %v
app/sync.go,748,49,failed to reconcile tabs for %q from snapshot: %v
app/sync.go,884,41,failed to adopt snapshot op %v for %q: %v
app/account_login.go,4,3,fmt
app/account_login.go,5,7,os/exec
app/account_login.go,7,34,github.com/charmbracelet/bubbletea
app/account_login.go,9,45,github.com/sachiniyer/agent-factory/apiclient
app/account_login.go,10,42,github.com/sachiniyer/agent-factory/daemon
app/account_login.go,11,39,github.com/sachiniyer/agent-factory/log
app/account_login.go,12,38,github.com/sachiniyer/agent-factory/ui
app/account_login.go,80,72,accounts: could not read the registered accounts for the config pane: %v
app/account_login.go,135,29,Registered %s account %q · %s
app/account_login.go,140,3, · 
app/account_login.go,180,29,Starting the %s login for %q…
app/account_login.go,209,49,accounts: could not start the %s login for %q: %v
app/account_login.go,214,0,
app/account_login.go,225,93,"The %s login for %q ended without leaving a credential, so the account is registered but not "
app/account_login.go,226,74,"logged in. Try again, or run `af accounts login %s %s` on the daemon host."
app/account_login.go,229,31,Account %q is logged in for %s.
app/account_login.go,231,1, 
app/account_login.go,265,62,accounts: the %s login takeover for %q ended with an error: %v
app/account_login.go,268,51,the %s login for %q could not take the terminal: %w
app/account_login.go,275,30,Back from the %s login for %q.
app/account_login.go,294,12,accounts: %s
app/handle_mouse.go,4,3,fmt
app/handle_mouse.go,5,7,strings
app/handle_mouse.go,6,4,time
app/handle_mouse.go,8,43,github.com/sachiniyer/agent-factory/session
app/handle_mouse.go,9,38,github.com/sachiniyer/agent-factory/ui
app/handle_mouse.go,10,45,github.com/sachiniyer/agent-factory/ui/layout
app/handle_mouse.go,11,51,github.com/sachiniyer/agent-factory/ui/layout/zones
app/handle_mouse.go,12,44,github.com/sachiniyer/agent-factory/ui/store
app/handle_mouse.go,13,43,github.com/sachiniyer/agent-factory/ui/tree
app/handle_mouse.go,15,34,github.com/charmbracelet/bubbletea
app/handle_mouse.go,206,0,
app/handle_mouse.go,254,0,
app/handle_mouse.go,263,0,
app/handle_mouse.go,267,0,
app/handle_mouse.go,271,0,
app/handle_mouse.go,278,0,
app/handle_mouse.go,301,0,
app/handle_mouse.go,433,5,tree:
app/handle_mouse.go,441,5,auto:
app/handle_mouse.go,574,0,
app/handle_mouse.go,577,0,
app/handle_mouse.go,578,9,%s tab %d
app/handle_mouse.go,580,0,
app/handle_mouse.go,581,10,Dragging… 
app/handle_mouse.go,583,10,Dragging… 
app/handle_mouse.go,583,20, — drop to open pane
app/handle_mouse.go,697,0,
app/handle_mouse.go,708,0,
app/handle_mouse.go,748,5,enter
app/handle_mouse.go,750,3,tab
app/handle_mouse.go,752,9,shift+tab
app/handle_mouse.go,754,3,esc
app/handle_mouse.go,756,2,up
app/handle_mouse.go,758,4,down
app/handle_mouse.go,760,4,left
app/handle_mouse.go,762,5,right
app/handle_mouse.go,764,8,shift+up
app/handle_mouse.go,766,10,shift+down
app/handle_mouse.go,768,6,ctrl+u
app/handle_mouse.go,770,6,ctrl+d
app/handle_mouse.go,772,6,ctrl+p
app/handle_mouse.go,777,6,ctrl+r
app/handle_mouse.go,780,6,ctrl+o
app/handle_mouse.go,782,6,ctrl+]
app/home_model.go,4,7,context
app/home_model.go,5,6,errors
app/home_model.go,6,3,fmt
app/home_model.go,7,2,os
app/home_model.go,8,11,sync/atomic
app/home_model.go,9,4,time
app/home_model.go,11,34,github.com/charmbracelet/bubbletea
app/home_model.go,12,42,github.com/sachiniyer/agent-factory/config
app/home_model.go,13,42,github.com/sachiniyer/agent-factory/daemon
app/home_model.go,14,40,github.com/sachiniyer/agent-factory/keys
app/home_model.go,15,39,github.com/sachiniyer/agent-factory/log
app/home_model.go,16,43,github.com/sachiniyer/agent-factory/session
app/home_model.go,17,48,github.com/sachiniyer/agent-factory/session/tmux
app/home_model.go,18,40,github.com/sachiniyer/agent-factory/task
app/home_model.go,19,38,github.com/sachiniyer/agent-factory/ui
app/home_model.go,20,45,github.com/sachiniyer/agent-factory/ui/layout
app/home_model.go,21,51,github.com/sachiniyer/agent-factory/ui/layout/zones
app/home_model.go,22,46,github.com/sachiniyer/agent-factory/ui/overlay
app/home_model.go,23,44,github.com/sachiniyer/agent-factory/ui/store
app/home_model.go,24,43,github.com/sachiniyer/agent-factory/ui/tree
app/home_model.go,474,26,"Failed to load config: %v
"
app/home_model.go,484,0,
app/home_model.go,488,42,invalid detach_keys %q (%v); using default
app/home_model.go,566,0,
app/home_model.go,568,39,failed to load sessions from daemon: %v
app/home_model.go,581,0,
app/home_model.go,591,0,
app/home_model.go,594,24,failed to load tasks: %v
app/home_model.go,612,33,failed to resolve repo config: %v
app/home_model.go,780,16,a pane is hidden
app/home_model.go,782,7, hidden
app/home_model.go,784,25,%s — too narrow; resize%s
app/home_model.go,804,0,
app/home_model.go,818,0,
app/home_model.go,819,0,
app/home_model.go,823,0,
app/home_model.go,825,7,%s · %s
app/home_model.go,833,9,pane list
app/home_model.go,833,0,
app/home_model.go,834,18, or `%s` pane list
app/home_model.go,838,0,
app/home_model.go,838,0,
app/home_model.go,839,11, or `%s` %s
app/home_model.go,842,0,
app/home_model.go,848,0,
app/home_model.go,852,0,
app/home_model.go,856,0,
app/home_model.go,860,0,
app/home_model.go,979,0,
app/clipboard.go,4,5,bytes
app/clipboard.go,5,6,errors
app/clipboard.go,6,3,fmt
app/clipboard.go,7,7,os/exec
app/clipboard.go,8,7,runtime
app/clipboard.go,9,7,strings
app/clipboard.go,29,6,darwin
app/clipboard.go,30,6,pbcopy
app/clipboard.go,36,7,wl-copy
app/clipboard.go,39,5,xclip
app/clipboard.go,40,10,-selection
app/clipboard.go,40,9,clipboard
app/clipboard.go,53,0,
app/clipboard.go,54,15,copy failed: %s
app/clipboard.go,56,15,copy failed: %w
app/clipboard.go,62,72,"no clipboard tool found (install xclip/wl-clipboard, or pbcopy on macOS)"
app/interactive.go,4,3,fmt
app/interactive.go,6,34,github.com/charmbracelet/bubbletea
app/interactive.go,8,45,github.com/sachiniyer/agent-factory/ui/layout
app/interactive.go,9,44,github.com/sachiniyer/agent-factory/ui/store
app/interactive.go,111,73,couldn't open an embedded terminal for %s — press o to attach full-screen
app/interactive.go,136,0,
app/interactive.go,137,1,'
app/interactive.go,137,1,'
app/interactive.go,140,9,this pane
app/auto_open.go,3,43,github.com/sachiniyer/agent-factory/session
app/session_control.go,4,7,context
app/session_control.go,5,6,errors
app/session_control.go,6,3,fmt
app/session_control.go,7,4,time
app/session_control.go,9,45,github.com/sachiniyer/agent-factory/apiclient
app/session_control.go,10,42,github.com/sachiniyer/agent-factory/daemon
app/session_control.go,11,43,github.com/sachiniyer/agent-factory/session
app/session_control.go,12,40,github.com/sachiniyer/agent-factory/task
app/session_control.go,167,22,daemon did not respond
app/session_control.go,182,78,%w within %s — it may be wedged or busy recovering this session; the teardown 
app/session_control.go,183,34,may still finish in the background
app/session_control.go,517,0,
app/content_persistence.go,4,6,errors
app/content_persistence.go,5,3,fmt
app/content_persistence.go,7,34,github.com/charmbracelet/bubbletea
app/content_persistence.go,8,45,github.com/sachiniyer/agent-factory/apiclient
app/content_persistence.go,9,42,github.com/sachiniyer/agent-factory/config
app/content_persistence.go,10,39,github.com/sachiniyer/agent-factory/log
app/content_persistence.go,11,40,github.com/sachiniyer/agent-factory/task
app/content_persistence.go,69,24,failed to save hooks: %v
app/content_persistence.go,74,24,failed to save hooks: %w
app/content_persistence.go,115,25,failed to update task: %v
app/content_persistence.go,116,26,failed to save task %q: %w
app/content_persistence.go,130,54,task removal committed but schedule refresh failed: %v
app/content_persistence.go,132,71,"task %q was removed, but the daemon could not refresh its schedules: %w"
app/content_persistence.go,135,25,failed to remove task: %v
app/content_persistence.go,136,28,failed to remove task %q: %w
app/content_persistence.go,151,37,failed to reload tasks after save: %w
app/content_persistence.go,154,16,Cannot save task
app/content_persistence.go,154,27,Your changes are retained. 
app/content_persistence.go,154,26,Press any key to continue.
app/adopted_ops.go,3,43,github.com/sachiniyer/agent-factory/session
app/handle_overlay.go,4,3,fmt
app/handle_overlay.go,5,7,strings
app/handle_overlay.go,7,55,github.com/sachiniyer/agent-factory/internal/sessionenv
app/handle_overlay.go,8,40,github.com/sachiniyer/agent-factory/keys
app/handle_overlay.go,9,48,github.com/sachiniyer/agent-factory/session/tmux
app/handle_overlay.go,10,38,github.com/sachiniyer/agent-factory/ui
app/handle_overlay.go,11,45,github.com/sachiniyer/agent-factory/ui/layout
app/handle_overlay.go,12,46,github.com/sachiniyer/agent-factory/ui/overlay
app/handle_overlay.go,14,36,github.com/charmbracelet/bubbles/key
app/handle_overlay.go,15,34,github.com/charmbracelet/bubbletea
app/handle_overlay.go,78,0,
app/handle_overlay.go,128,21,no sessions to search
app/handle_overlay.go,153,5,enter
app/handle_overlay.go,156,3,esc
app/handle_overlay.go,199,5,enter
app/handle_overlay.go,205,3,esc
app/handle_overlay.go,246,6,ctrl+c
app/handle_overlay.go,308,6,ctrl+c
app/handle_overlay.go,319,1,D
app/handle_overlay.go,321,12,Delete task 
app/handle_overlay.go,321,24,? Future runs will stop.
app/handle_overlay.go,321,55,Sessions already created by this task remain available.
app/handle_overlay.go,349,16,Cannot save task
app/handle_overlay.go,349,24,Your input is retained. 
app/handle_overlay.go,349,36,Press any key to return to the form.
app/handle_overlay.go,364,6,ctrl+c
app/handle_overlay.go,427,6,ctrl+c
app/handle_overlay.go,468,6,ctrl+c
app/handle_overlay.go,486,6,ctrl+c
app/handle_input.go,4,6,errors
app/handle_input.go,5,3,fmt
app/handle_input.go,6,7,strings
app/handle_input.go,7,7,unicode
app/handle_input.go,9,52,github.com/sachiniyer/agent-factory/internal/namegen
app/handle_input.go,10,55,github.com/sachiniyer/agent-factory/internal/sessionenv
app/handle_input.go,11,40,github.com/sachiniyer/agent-factory/keys
app/handle_input.go,12,39,github.com/sachiniyer/agent-factory/log
app/handle_input.go,13,43,github.com/sachiniyer/agent-factory/session
app/handle_input.go,14,47,github.com/sachiniyer/agent-factory/session/git
app/handle_input.go,15,48,github.com/sachiniyer/agent-factory/session/tmux
app/handle_input.go,16,38,github.com/sachiniyer/agent-factory/ui
app/handle_input.go,17,45,github.com/sachiniyer/agent-factory/ui/layout
app/handle_input.go,18,46,github.com/sachiniyer/agent-factory/ui/overlay
app/handle_input.go,20,34,github.com/charmbracelet/bubbletea
app/handle_input.go,21,29,github.com/mattn/go-runewidth
app/handle_input.go,26,6,ctrl+c
app/handle_input.go,32,41,failed to clean up instance on cancel: %v
app/handle_input.go,37,0,
app/handle_input.go,38,0,
app/handle_input.go,39,0,
app/handle_input.go,73,0,
app/handle_input.go,76,0,
app/handle_input.go,77,21,title cannot be empty
app/handle_input.go,102,54,a session titled %q conflicts with existing session %q
app/handle_input.go,123,104,remote hook session title %q must retain at least one ASCII letter or digit after hook-name sanitization
app/handle_input.go,137,0,
app/handle_input.go,139,55,a remote session titled %q already maps to hook name %q
app/handle_input.go,172,0,
app/handle_input.go,176,0,
app/handle_input.go,179,0,
app/handle_input.go,245,14,Select program
app/handle_input.go,254,14,Initial prompt
app/handle_input.go,283,41,title cannot be longer than 32 characters
app/handle_input.go,297,1, 
app/handle_input.go,299,41,title cannot be longer than 32 characters
app/handle_input.go,308,41,failed to clean up instance on cancel: %v
app/handle_input.go,312,0,
app/handle_input.go,313,0,
app/handle_input.go,314,0,
app/handle_input.go,351,0,
app/handle_input.go,358,0,
app/handle_input.go,359,0,
app/handle_input.go,362,0,
app/handle_input.go,391,204,"remote sessions need a remote_hooks backend configured for this repo — press n for a local session, or configure remote_hooks and try again. Guide: https://sachiniyer.github.io/agent-factory/remote-hooks/"
app/handle_input.go,420,0,
app/handle_input.go,464,25,select a project first — 
app/handle_input.go,465,87,"; af is running with no active project, so there is no repo for this session to live in"
app/handle_input.go,496,23,press enter to pick one
app/handle_input.go,502,16,"press esc, then "
app/handle_input.go,502,11, to add one
app/handle_input.go,504,12, to pick one
app/handle_input.go,511,0,
app/handle_input.go,512,8,press %s
app/handle_input.go,514,24,use the Projects section
app/handle_input.go,525,0,
app/handle_input.go,535,0,
app/handle_input.go,553,0,
app/handle_input.go,554,0,
app/app.go,4,7,context
app/app.go,6,34,github.com/charmbracelet/bubbletea
app/app.go,7,42,github.com/sachiniyer/agent-factory/config
app/switch_project.go,4,3,fmt
app/switch_project.go,5,13,path/filepath
app/switch_project.go,6,4,sort
app/switch_project.go,8,34,github.com/charmbracelet/bubbletea
app/switch_project.go,10,45,github.com/sachiniyer/agent-factory/apiclient
app/switch_project.go,11,42,github.com/sachiniyer/agent-factory/config
app/switch_project.go,12,53,github.com/sachiniyer/agent-factory/internal/pathutil
app/switch_project.go,13,40,github.com/sachiniyer/agent-factory/keys
app/switch_project.go,14,39,github.com/sachiniyer/agent-factory/log
app/switch_project.go,15,43,github.com/sachiniyer/agent-factory/session
app/switch_project.go,16,40,github.com/sachiniyer/agent-factory/task
app/switch_project.go,17,38,github.com/sachiniyer/agent-factory/ui
app/switch_project.go,18,46,github.com/sachiniyer/agent-factory/ui/overlay
app/switch_project.go,19,44,github.com/sachiniyer/agent-factory/ui/store
app/switch_project.go,46,54,project picker: failed to list cross-repo sessions: %v
app/switch_project.go,94,56,failed to read the project registry for the switcher: %v
app/switch_project.go,99,0,
app/switch_project.go,120,0,
app/switch_project.go,120,0,
app/switch_project.go,128,0,
app/switch_project.go,152,0,
app/switch_project.go,203,0,
app/switch_project.go,271,0,
app/switch_project.go,343,38,failed to refresh projects section: %v
app/switch_project.go,363,26,cannot open project %q: %w
app/switch_project.go,372,1,D
app/switch_project.go,400,26,cannot open project %q: %w
app/switch_project.go,425,47,could not check — git did not answer; try again
app/switch_project.go,428,24,not a git repository: %s
app/switch_project.go,462,49,failed to register project %s in the registry: %v
app/switch_project.go,472,7,session
app/switch_project.go,474,8,sessions
app/switch_project.go,500,24,[!] Delete project '%s'?
app/switch_project.go,502,42,%d in-place %s torn down — not restorable.
app/switch_project.go,503,28,%d %s archived — restorable.
app/switch_project.go,504,127,"Its worktree is yours — the branch and uncommitted changes stay exactly where they are, but the session and its agent are gone."
app/switch_project.go,505,59,Restore an archived session (%s) to bring the project back.
app/switch_project.go,506,38,Your real git repository is untouched.
app/switch_project.go,510,60,"
It has no live sessions — it just leaves the projects list."
app/switch_project.go,512,1,"
"
app/switch_project.go,513,80,"tmux torn down, worktrees moved out — branches and uncommitted work preserved.

"
app/switch_project.go,513,1, 
app/switch_project.go,515,1,"
"
app/switch_project.go,515,1, 
app/switch_project.go,517,1,"
"
app/switch_project.go,517,1,"
"
app/switch_project.go,518,2,"

"
app/switch_project.go,518,1, 
app/switch_project.go,535,49,Deleted project '%s' — no live sessions to remove
app/switch_project.go,537,50,Deleted project '%s' — archived %d %s (restorable)
app/switch_project.go,539,95,"Deleted project '%s' — tore down %d in-place %s (not restorable, worktree and branch untouched)"
app/switch_project.go,542,125,"Deleted project '%s' — tore down %d in-place %s (not restorable, worktree and branch untouched) · archived %d %s (restorable)"
app/switch_project.go,554,0,
app/switch_project.go,555,60,cannot delete project %q: repository identity is unavailable
app/switch_project.go,592,33,failed to delete project '%s': %w
app/switch_project.go,635,34,failed to load sessions for %s: %w
app/switch_project.go,676,0,
app/switch_project.go,684,51,switch project: failed to resolve config for %s: %v
app/switch_project.go,709,47,switch project: failed to load tasks for %s: %v
app/handle_actions.go,4,7,context
app/handle_actions.go,5,6,errors
app/handle_actions.go,6,3,fmt
app/handle_actions.go,7,7,os/exec
app/handle_actions.go,8,7,runtime
app/handle_actions.go,10,46,github.com/sachiniyer/agent-factory/agentproto
app/handle_actions.go,11,45,github.com/sachiniyer/agent-factory/apiclient
app/handle_actions.go,12,40,github.com/sachiniyer/agent-factory/keys
app/handle_actions.go,13,39,github.com/sachiniyer/agent-factory/log
app/handle_actions.go,14,43,github.com/sachiniyer/agent-factory/session
app/handle_actions.go,15,38,github.com/sachiniyer/agent-factory/ui
app/handle_actions.go,17,34,github.com/charmbracelet/bubbletea
app/handle_actions.go,172,37,session '%s' is already being deleted
app/handle_actions.go,211,0,
app/handle_actions.go,222,0,
app/handle_actions.go,224,0,
app/handle_actions.go,227,0,
app/handle_actions.go,231,0,
app/handle_actions.go,245,0,
app/handle_actions.go,252,86,Archive (%s) preserves the worktree and its refs — kill removes the worktree for good.
app/handle_actions.go,290,27,could not kill instance: %v
app/handle_actions.go,317,19,Cannot kill session
app/handle_actions.go,317,25,The session is retained. 
app/handle_actions.go,317,39,Press any key to return to the session.
app/handle_actions.go,317,31,failed to kill session '%s': %w
app/handle_actions.go,345,29,session '%s' is being deleted
app/handle_actions.go,363,72,cannot archive remote session '%s': it has no local worktree to relocate
app/handle_actions.go,366,90,"cannot archive in-place session '%s': archive relocates the worktree, which it doesn't own"
app/handle_actions.go,369,168,"[!] Archive session '%s'?

Its tmux is torn down and its worktree is moved out to the archive directory (branch + uncommitted changes preserved). Restore later with %s."
app/handle_actions.go,404,29,session '%s' is being deleted
app/handle_actions.go,419,38,session '%s' is already being restored
app/handle_actions.go,470,381,"[!] Restore remote session '%s'?

If its sandbox can't be reached, restore refuses to replace it because unreachability is not proof that it is gone. If the sandbox answers that its agent is gone, restore provisions a fresh one from the last pushed commit and discards any changes on the old sandbox that were never pushed. A reachable live sandbox just reconnects, losing nothing."
app/handle_actions.go,494,33,could not archive instance %q: %v
app/handle_actions.go,506,33,could not restore instance %q: %v
app/handle_actions.go,530,22,Cannot archive session
app/handle_actions.go,530,25,The session is retained. 
app/handle_actions.go,530,39,Press any key to return to the session.
app/handle_actions.go,530,34,failed to archive session '%s': %w
app/handle_actions.go,569,29,session '%s' is being deleted
app/handle_actions.go,572,44,session '%s' is not blocked on a usage limit
app/handle_actions.go,585,39,could not resume limited session %q: %v
app/handle_actions.go,598,33,failed to resume session '%s': %w
app/handle_actions.go,629,34,failed to restore session '%s': %w
app/handle_actions.go,739,0,
app/handle_actions.go,774,29,session '%s' is being deleted
app/handle_actions.go,777,47,session '%s' was killed and is pending deletion
app/handle_actions.go,783,30,session '%s' is being restored
app/handle_actions.go,793,43,session '%s' was lost — press %s to restore
app/handle_actions.go,796,55,session '%s' is no longer running — press %s to restore
app/handle_actions.go,804,46,session '%s' is archived — press %s to restore
app/handle_actions.go,814,33,session '%s' is no longer running
app/handle_actions.go,822,44,session liveness contradicted the projection
app/handle_actions.go,893,75,this is a web tab (%s) — view it in the web UI or open the URL in a browser
app/handle_actions.go,896,81,this is a VS Code tab — view it in the web UI; a terminal can't render the editor
app/handle_actions.go,912,19,handleEnter-sidebar
app/handle_actions.go,912,20,handleEnter-terminal
app/handle_actions.go,949,0,
app/handle_actions.go,956,60,no PR for this session yet — push a branch / open a PR first
app/handle_actions.go,969,6,darwin
app/handle_actions.go,970,4,open
app/handle_actions.go,972,8,xdg-open
app/handle_actions.go,975,21,failed to open PR: %w
app/handle_actions.go,996,14,%w; PR URL: %s
app/account_register.go,4,3,fmt
app/account_register.go,6,34,github.com/charmbracelet/bubbletea
app/account_register.go,7,42,github.com/sachiniyer/agent-factory/daemon
app/account_register.go,49,26,Registering %s account %q…
app/account_register.go,63,0,
app/account_register.go,71,0,
app/home_view.go,4,6,errors
app/home_view.go,5,7,strings
app/home_view.go,6,4,time
app/home_view.go,8,34,github.com/charmbracelet/bubbletea
app/home_view.go,9,39,github.com/sachiniyer/agent-factory/log
app/home_view.go,10,38,github.com/sachiniyer/agent-factory/ui
app/home_view.go,11,45,github.com/sachiniyer/agent-factory/ui/layout
app/home_view.go,12,46,github.com/sachiniyer/agent-factory/ui/overlay
app/home_view.go,16,2,%v
app/home_view.go,28,2,%v
app/home_view.go,36,0,
app/home_view.go,75,0,
app/home_view.go,81,11,Last notice
app/home_view.go,83,10,Last error
app/home_view.go,85,2,"

"
app/home_view.go,96,0,
app/home_view.go,106,0,
app/home_view.go,117,30,confirmation action failed: %v
app/home_view.go,146,0,
app/home_view.go,164,23,Cannot reach the daemon
app/home_view.go,164,64,The last loaded sessions are retained. af retries automatically.
app/home_view.go,165,28,Check the daemon connection.
app/home_view.go,206,0,
app/home_view.go,207,20,Cannot load projects
app/home_view.go,207,36,The project registry is unavailable.
app/home_view.go,207,27,Check the project registry.
app/home_view.go,208,0,
app/home_view.go,210,0,
app/home_view.go,235,0,
app/home_view.go,244,19,text overlay is nil
app/home_view.go,249,27,confirmation overlay is nil
app/home_view.go,256,21,search overlay is nil
app/home_view.go,263,29,project picker overlay is nil
app/home_view.go,269,24,selection overlay is nil
app/home_view.go,276,33,tab-kind selection overlay is nil
app/home_view.go,287,21,prompt overlay is nil
app/home_view.go,304,0,
app/home_view.go,306,1, 
app/home_view.go,311,1,"
"
app/handle_panes.go,4,36,github.com/charmbracelet/bubbles/key
app/handle_panes.go,5,40,github.com/sachiniyer/agent-factory/keys
app/handle_panes.go,6,43,github.com/sachiniyer/agent-factory/session
app/handle_panes.go,7,38,github.com/sachiniyer/agent-factory/ui
app/handle_panes.go,8,45,github.com/sachiniyer/agent-factory/ui/layout
app/handle_panes.go,9,44,github.com/sachiniyer/agent-factory/ui/store
app/handle_panes.go,11,34,github.com/charmbracelet/bubbletea
app/handle_panes.go,73,0,
app/handle_panes.go,77,0,
app/handle_panes.go,80,0,
app/handle_panes.go,223,6,ctrl+c
app/handle_panes.go,223,5,enter
app/handle_panes.go,223,3,tab
app/handle_panes.go,223,9,shift+tab
app/handle_panes.go,223,3,esc
app/handle_panes.go,223,6,ctrl+]
app/handle_panes.go,365,0,
app/handle_panes.go,409,0,
app/handle_panes.go,423,0,
app/handle_panes.go,596,0,
app/handle_panes.go,628,16,handleEnter-pane
app/handle_panes.go,628,25,handleEnter-pane-terminal
app/home_attach.go,4,7,context
app/home_attach.go,5,2,io
app/home_attach.go,6,2,os
app/home_attach.go,7,4,time
app/home_attach.go,9,34,github.com/charmbracelet/bubbletea
app/home_attach.go,10,45,github.com/sachiniyer/agent-factory/apiclient
app/home_attach.go,11,42,github.com/sachiniyer/agent-factory/daemon
app/home_attach.go,12,39,github.com/sachiniyer/agent-factory/log
app/home_attach.go,46,0,
app/home_attach.go,47,11,\x1b[?1049h
app/home_attach.go,48,9,\x1b[?25l
app/home_attach.go,49,22,\x1b[?1002h\x1b[?1006h
app/home_attach.go,50,11,\x1b[?2004h
app/home_attach.go,71,11,\x1b[?1049h
app/home_attach.go,160,16,-onDismiss-entry
app/home_attach.go,182,25,failed to attach (%s): %v
app/home_attach.go,204,6,attach
app/home_attach.go,212,17,-blocking-on-<-ch
app/home_attach.go,227,15,-<-ch-unblocked
app/home_attach.go,236,30,-repaintAfterDetachMsg-emitted
app/home_attach.go,290,48,failed to release the terminal to the attach: %v
app/home_attach.go,330,47,failed to reclaim the terminal after attach: %v
app/home_attach.go,356,45,failed to pause daemon status poll for %q: %v
app/home_attach.go,382,46,failed to resume daemon status poll for %q: %v
app/live_termpane.go,4,3,fmt
app/live_termpane.go,5,4,sync
app/live_termpane.go,6,11,sync/atomic
app/live_termpane.go,7,4,time
app/live_termpane.go,9,34,github.com/charmbracelet/bubbletea
app/live_termpane.go,11,39,github.com/sachiniyer/agent-factory/log
app/live_termpane.go,12,43,github.com/sachiniyer/agent-factory/session
app/live_termpane.go,13,44,github.com/sachiniyer/agent-factory/terminal
app/live_termpane.go,14,38,github.com/sachiniyer/agent-factory/ui
app/live_termpane.go,15,44,github.com/sachiniyer/agent-factory/ui/store
app/live_termpane.go,16,47,github.com/sachiniyer/agent-factory/ui/termpane
app/live_termpane.go,143,0,
app/live_termpane.go,147,0,
app/live_termpane.go,156,0,
app/live_termpane.go,294,0,
app/live_termpane.go,315,7,preview
app/live_termpane.go,391,0,
app/live_termpane.go,391,0,
app/live_termpane.go,391,0,
app/live_termpane.go,391,0,
app/live_termpane.go,395,0,
app/live_termpane.go,396,0,
app/live_termpane.go,396,0,
app/live_termpane.go,396,0,
app/live_termpane.go,396,0,
app/live_termpane.go,410,11,%d/%d/%s/%s
app/live_termpane.go,423,0,
app/live_termpane.go,429,0,
app/live_termpane.go,433,0,
app/live_termpane.go,453,27,termpane: close pane %d: %v
app/theme.go,4,33,github.com/charmbracelet/lipgloss
app/theme.go,6,38,github.com/sachiniyer/agent-factory/ui
app/quit.go,3,34,github.com/charmbracelet/bubbletea
app/help.go,4,3,fmt
app/help.go,5,7,strings
app/help.go,7,40,github.com/sachiniyer/agent-factory/keys
app/help.go,8,39,github.com/sachiniyer/agent-factory/log
app/help.go,9,43,github.com/sachiniyer/agent-factory/session
app/help.go,10,48,github.com/sachiniyer/agent-factory/session/tmux
app/help.go,11,38,github.com/sachiniyer/agent-factory/ui
app/help.go,12,45,github.com/sachiniyer/agent-factory/ui/layout
